/TITLE,THIS IS REULT OF BH056-L-8-50Mat
  45.
NODE      EQUIVALENTSTRESS      PRINCIPALSTRESS      EQVSTRAIN      PRINCIPALSTRAIN
           26.    0.20889E+02    0.10482E+01    0.74807E-01    0.26286E-01
           27.    0.25737E+02    0.56187E+01    0.50761E-01    0.20727E-01
           28.    0.21660E+02   -0.20103E+01    0.60655E-01    0.25917E-01
           29.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           30.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           31.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           32.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           33.    0.28123E+02    0.13355E+02    0.65493E-01    0.38268E-01
           34.    0.48644E+02    0.37048E+02    0.58225E-01    0.38552E-01
           35.    0.41199E+02    0.33275E+02    0.96508E-01    0.65064E-01
           36.    0.17875E+02    0.11418E+02    0.92457E-01    0.58019E-01
           37.    0.14068E+02    0.10569E+02    0.10268E+00    0.68665E-01
           38.    0.22489E+02    0.21397E+02    0.87288E-01    0.61395E-01
           39.    0.29501E+02    0.26882E+02    0.77590E-01    0.54945E-01
           40.    0.14976E+02    0.12589E+02    0.88091E-01    0.59484E-01
           41.    0.29086E+02   -0.34319E+01    0.81892E-02    0.28121E-02
           42.    0.19789E+02    0.54977E+01    0.79085E-02    0.34444E-02
           43.    0.31444E+02   -0.88263E+01    0.75566E-02    0.22157E-02
           44.    0.35629E+02    0.47243E+01    0.66926E-02    0.23493E-02
           45.    0.39506E+02    0.28474E+02    0.44712E-01    0.29893E-01
           46.    0.23711E+02    0.15079E+02    0.51181E-01    0.33463E-01
           47.    0.29905E+02    0.19370E+02    0.39370E-01    0.26083E-01
           48.    0.22920E+02    0.25321E+02    0.66616E-01    0.44913E-01
           49.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           50.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           51.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           52.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           53.    0.74599E+01    0.44236E+01    0.11856E+00    0.42441E-01
           54.    0.78096E+01   -0.10575E+01    0.56763E-01    0.17629E-01
           55.    0.35590E+01   -0.74226E+00    0.91080E-01    0.27421E-01
           56.    0.33762E+01   -0.22927E+00    0.15585E+00    0.52601E-01
           57.    0.40890E+01    0.49265E-01    0.20151E-01    0.94966E-02
           58.    0.61183E+01   -0.15374E+01    0.26349E-01    0.10737E-01
           59.    0.67444E+01    0.84941E+00    0.26235E-01    0.11615E-01
           60.    0.63914E+01    0.20305E+01    0.28528E-01    0.12013E-01
           61.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           62.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           63.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           64.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           65.    0.44858E+01    0.11571E+01    0.14845E-01    0.90678E-02
           66.    0.59414E+01    0.20584E+01    0.15868E-01    0.94748E-02
           67.    0.71976E+01    0.18393E+01    0.17322E-01    0.99205E-02
           68.    0.29225E+01    0.15903E+01    0.28460E-01    0.17837E-01
           69.    0.55336E+01    0.52400E+01    0.11383E-01    0.51971E-02
           70.    0.19794E+01    0.37594E+01    0.99518E-02    0.63351E-02
           71.    0.42083E+01    0.33884E+01    0.13459E-01    0.68022E-02
           72.    0.39404E+01   -0.25018E+00    0.35962E-01    0.17282E-01
           73.    0.31369E+02    0.27405E+02    0.27108E-02    0.18849E-02
           74.    0.35150E+02    0.28729E+02    0.57662E-02    0.39803E-02
           75.    0.13216E+02    0.11133E+02    0.34908E-02    0.23504E-02
           76.    0.63986E+02    0.61985E+02    0.59525E-02    0.42261E-02
           77.    0.11916E+03    0.12489E+03    0.11364E-01    0.82022E-02
           78.    0.91103E+02    0.88376E+02    0.98160E-02    0.69850E-02
           79.    0.96783E+02    0.95467E+02    0.99499E-02    0.70801E-02
           80.    0.42763E+02    0.37721E+02    0.61959E-02    0.43370E-02
           81.    0.56493E+01    0.79607E+00    0.10494E-02    0.38808E-03
           82.    0.14171E+02    0.15189E+02    0.32332E-02    0.23299E-02
           83.    0.41699E+01    0.58864E+01    0.13668E-02    0.93348E-03
           84.    0.16238E-01    0.19681E-01    0.23895E-02    0.16356E-02
           85.    0.70014E+01    0.35625E+01    0.37656E-01    0.15921E-01
           86.    0.29860E+01    0.38482E+00    0.73686E-01    0.22878E-01
           87.    0.32826E+01   -0.92203E+00    0.76353E-01    0.20116E-01
           88.    0.26584E+01   -0.39473E+00    0.59154E-01    0.20073E-01
           89.    0.61962E+02    0.67263E+02    0.11620E+00    0.85276E-01
           90.    0.38294E+02    0.38806E+02    0.10455E+00    0.73383E-01
           91.    0.36622E+02    0.41581E+02    0.12172E+00    0.88775E-01
           92.    0.55675E+02    0.46986E+02    0.11872E+00    0.80584E-01
           93.    0.31301E+02    0.54697E+01    0.63615E-02    0.22524E-02
           94.    0.22095E+00    0.18796E+00    0.35095E-02    0.22555E-02
           95.    0.28818E+01    0.22867E+00    0.36575E-02    0.16746E-02
           96.    0.14898E+02    0.99351E+00    0.46778E-02    0.18482E-02
           97.    0.63721E+01    0.41438E+01    0.41924E-01    0.27784E-01
           98.    0.35856E+01    0.32276E+01    0.48517E-01    0.33997E-01
           99.    0.40780E+01    0.49090E+01    0.46687E-01    0.33875E-01
          100.    0.68533E+01    0.47833E+01    0.45098E-01    0.30611E-01
          101.    0.43411E+01    0.21883E+01    0.35003E-01    0.19871E-01
          102.    0.31978E+01    0.36777E+00    0.39603E-01    0.20257E-01
          103.    0.31032E+01    0.38043E+00    0.54021E-01    0.26332E-01
          104.    0.43368E+01    0.20417E+01    0.35263E-01    0.21150E-01
          105.    0.14978E+02    0.53537E+01    0.54126E-02    0.31788E-02
          106.    0.29848E+02   -0.20920E+02    0.12937E-01    0.54183E-02
          107.    0.11753E+02    0.42559E+01    0.74077E-02    0.34190E-02
          108.    0.15519E+02    0.66311E+01    0.13538E-01    0.53497E-02
          109.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          110.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          111.    0.69564E+01    0.10610E+02    0.18627E-01    0.14399E-01
          112.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          113.    0.71368E+02    0.14711E+02    0.86937E-02    0.28526E-02
          114.    0.67060E+02    0.81851E+01    0.65467E-02    0.18864E-02
          115.    0.20696E-01    0.12003E-01    0.25136E-02    0.15130E-02
          116.    0.12914E+01    0.58777E+00    0.54802E-02    0.16627E-02
          117.    0.84460E+01   -0.46722E+01    0.11757E+00    0.27894E-01
          118.    0.43783E+01   -0.22046E+01    0.73830E-01    0.18598E-01
          119.    0.61464E+01   -0.52867E+01    0.23036E+00    0.31125E-01
          120.    0.20427E+02   -0.53945E+01    0.79463E-01    0.15113E-01
          121.    0.65595E+02    0.44812E+02    0.14468E-01    0.72472E-02
          122.    0.40159E+02    0.15289E+02    0.24234E-01    0.10441E-01
          123.    0.11088E+03    0.18950E+02    0.15224E-01    0.55621E-02
          124.    0.37199E+02   -0.14875E+02    0.19325E-01    0.70690E-02
          125.    0.25397E+03    0.27443E+03    0.25362E-01    0.18403E-01
          126.    0.14501E+03    0.13775E+03    0.21551E-01    0.15286E-01
          127.    0.14192E+03    0.13313E+03    0.21655E-01    0.15378E-01
          128.    0.27373E+03    0.29002E+03    0.27097E-01    0.19582E-01
          129.    0.34236E+02    0.18349E+02    0.10192E+00    0.70379E-01
          130.    0.66596E+02    0.50556E+02    0.74338E-01    0.51562E-01
          131.    0.72929E+01    0.67313E+01    0.10012E+00    0.69110E-01
          132.    0.24946E+02    0.19678E+02    0.10550E+00    0.75403E-01
          133.    0.18376E+03   -0.13520E+02    0.21168E-01    0.74834E-02
          134.    0.10032E+03   -0.33297E+01    0.12970E-01    0.40649E-02
          135.    0.13376E+03    0.35153E+02    0.14251E-01    0.54192E-02
          136.    0.26013E+02    0.53811E+00    0.56290E-02    0.20973E-02
          137.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          138.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          139.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          140.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          141.    0.27037E+02    0.40816E+01    0.73665E-01    0.25761E-01
          142.    0.70184E+02    0.74761E+01    0.76886E-01    0.26599E-01
          143.    0.56433E+02    0.27438E+02    0.51091E-01    0.18989E-01
          144.    0.51361E+02    0.15333E+02    0.62071E-01    0.21823E-01
          145.    0.69633E+02    0.59975E+01    0.78712E-02    0.25075E-02
          146.    0.66083E+02    0.42774E+01    0.97299E-02    0.29525E-02
          147.    0.98072E+01    0.21198E+01    0.60635E-02    0.21509E-02
          148.    0.19160E+02    0.42698E+01    0.55748E-02    0.19339E-02
          149.    0.28974E+02   -0.57999E+01    0.31854E-01    0.93682E-02
          150.    0.17108E+02    0.30620E+01    0.36092E-01    0.12494E-01
          151.    0.44144E+01    0.16581E+01    0.31116E-01    0.16815E-01
          152.    0.24971E+01    0.18199E+01    0.23320E-01    0.16469E-01
          153.    0.39356E+01    0.44905E+01    0.21072E-01    0.14373E-01
          154.    0.64843E+01    0.16505E+01    0.67695E-01    0.32780E-01
          155.    0.33459E+01    0.41444E+01    0.19436E-01    0.14073E-01
          156.    0.22460E+01    0.37980E+01    0.12632E-01    0.96916E-02
          157.    0.13904E+01    0.79869E+00    0.10366E-01    0.67118E-02
          158.    0.16402E+01    0.13611E+01    0.77105E-02    0.48867E-02
          159.    0.18116E+02   -0.20430E+01    0.32614E-01    0.11954E-01
          160.    0.12240E+02    0.92431E+01    0.26196E-01    0.12124E-01
          161.    0.14986E+02   -0.17372E+02    0.19680E-01    0.53063E-02
          162.    0.87727E+01    0.38271E+01    0.29073E-01    0.11343E-01
          163.    0.18052E+03    0.17979E+03    0.16386E-01    0.11701E-01
          164.    0.18180E+03    0.19255E+03    0.18842E-01    0.13621E-01
          165.    0.14597E+03    0.14131E+03    0.15063E-01    0.10724E-01
          166.    0.77917E+02    0.74121E+02    0.14691E-01    0.10465E-01
          167.    0.15916E+03   -0.40883E+01    0.13831E-01    0.41137E-02
          168.    0.16832E+03   -0.87504E+01    0.14476E-01    0.42608E-02
          169.    0.18060E+03   -0.15538E+02    0.15942E-01    0.45063E-02
          170.    0.85601E+02    0.60974E+01    0.10362E-01    0.33056E-02
          171.    0.41538E+01    0.21160E+01    0.16846E-01    0.72139E-02
          172.    0.25913E+02    0.39270E+01    0.27617E-01    0.10161E-01
          173.    0.36772E+02    0.21221E+01    0.16126E-01    0.51795E-02
          174.    0.41645E+02    0.87567E+01    0.20525E-01    0.77987E-02
          175.    0.12726E+02    0.69858E+01    0.15892E-01    0.86742E-02
          176.    0.45518E+01    0.37149E+01    0.24081E-01    0.14051E-01
          177.    0.75323E+01    0.56931E+01    0.20416E-01    0.11900E-01
          178.    0.21023E+01    0.11325E+01    0.27738E-01    0.16366E-01
          179.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          180.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          181.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          182.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          183.    0.38845E+01    0.34730E+01    0.61824E-02    0.44458E-02
          184.    0.24772E+02    0.25042E+02    0.49323E-02    0.35410E-02
          185.    0.66559E+02    0.63209E+02    0.72765E-02    0.51527E-02
          186.    0.53271E+02    0.51670E+02    0.10062E-01    0.71934E-02
          187.    0.14474E+02    0.13395E+02    0.23273E-01    0.15690E-01
          188.    0.11190E+02    0.59467E+01    0.17460E-01    0.96272E-02
          189.    0.12533E+02    0.72402E+01    0.14162E-01    0.80912E-02
          190.    0.10980E+02    0.88033E+01    0.18460E-01    0.11845E-01
          191.    0.13057E+02    0.12995E+02    0.49462E-02    0.35472E-02
          192.    0.39250E+01    0.37622E+01    0.37834E-02    0.27455E-02
          193.    0.12527E+02    0.13231E+02    0.48427E-02    0.34636E-02
          194.    0.18007E+01    0.16947E+01    0.34878E-02    0.24568E-02
          195.    0.74377E+01    0.71411E+00    0.10444E-01    0.33877E-02
          196.    0.51837E+01    0.12343E+01    0.11130E-01    0.46499E-02
          197.    0.61810E+01    0.85256E+00    0.82293E-02    0.27087E-02
          198.    0.47575E+01    0.15095E+01    0.14794E-01    0.64695E-02
          199.    0.87533E+01    0.82105E+01    0.10543E+00    0.73526E-01
          200.    0.15119E+02    0.12685E+02    0.11817E+00    0.80856E-01
          201.    0.10619E+02    0.10493E+02    0.78339E-01    0.54744E-01
          202.    0.12247E+02    0.12583E+02    0.92117E-01    0.65494E-01
          203.    0.51351E+01    0.24270E+01    0.48636E-02    0.25172E-02
          204.    0.49985E+01    0.23677E+01    0.52250E-02    0.27876E-02
          205.    0.46067E+01    0.19704E+01    0.50680E-02    0.25642E-02
          206.    0.39125E+01    0.15338E+01    0.47223E-02    0.22887E-02
          207.    0.13795E+03    0.16810E+03    0.28865E-01    0.21473E-01
          208.    0.40321E+02    0.30440E+02    0.26245E-01    0.17681E-01
          209.    0.16122E+03    0.20135E+03    0.39298E-01    0.29245E-01
          210.    0.44723E+02    0.31105E+02    0.32617E-01    0.22660E-01
          211.    0.30872E-01    0.22536E-01    0.32863E-02    0.18550E-02
          212.    0.59261E-01   -0.17991E-01    0.24015E-02    0.13360E-02
          213.    0.79665E+00    0.78288E+00    0.34024E-02    0.23595E-02
          214.    0.23425E+00    0.30961E+00    0.30485E-02    0.18274E-02
          215.    0.69267E+02    0.69446E+02    0.72725E-02    0.51943E-02
          216.    0.41392E+02    0.41653E+02    0.45020E-02    0.32322E-02
          217.    0.71555E+02    0.72386E+02    0.81063E-02    0.57960E-02
          218.    0.45294E+02    0.46485E+02    0.67504E-02    0.48253E-02
          219.    0.39746E+01    0.43429E+01    0.91298E-02    0.58917E-02
          220.    0.28564E+01    0.42215E+00    0.11181E-01    0.51755E-02
          221.    0.53949E+01    0.10223E+01    0.85926E-02    0.42562E-02
          222.    0.45901E+01    0.57883E+00    0.14315E-01    0.58981E-02
          223.    0.73626E+01   -0.56523E+01    0.48488E-01    0.16066E-01
          224.    0.39312E+01   -0.42128E+00    0.40838E-01    0.18777E-01
          225.    0.38369E+01    0.95169E+00    0.92376E-01    0.42708E-01
          226.    0.21050E+01   -0.40540E+00    0.76548E-01    0.33506E-01
          227.    0.24793E+02    0.22945E+02    0.80036E-02    0.56251E-02
          228.    0.24141E-01   -0.91928E-02    0.22176E-01    0.99397E-02
          229.    0.28399E+02    0.23825E+02    0.66717E-02    0.36618E-02
          230.    0.70559E+00    0.69295E+00    0.12499E-01    0.57716E-02
          231.    0.74406E+02    0.72235E+02    0.13853E-01    0.98711E-02
          232.    0.26662E+02    0.22170E+02    0.11419E-01    0.80565E-02
          233.    0.95877E+00    0.74219E+00    0.81080E-02    0.57721E-02
          234.    0.70005E+01    0.52071E+01    0.20187E-02    0.12539E-02
          235.    0.30786E+00    0.23797E+00    0.67178E-02    0.46987E-02
          236.    0.83113E+02    0.78480E+02    0.96806E-02    0.68582E-02
          237.    0.61756E+01    0.42885E+01    0.37485E-02    0.25386E-02
          238.    0.18082E+02    0.16418E+01    0.47100E-02    0.15450E-02
          239.    0.46302E+01    0.28656E+00    0.23817E-02    0.88909E-03
          240.    0.25159E+01    0.99640E+00    0.46486E-02    0.20198E-02
          241.    0.38263E+01    0.12555E+01    0.46658E-02    0.18313E-02
          242.    0.18592E+02    0.41736E+02    0.71551E-01    0.64693E-01
          243.    0.22467E+02    0.20241E+02    0.10387E+00    0.73106E-01
          244.    0.24163E+02    0.25052E+02    0.78039E-01    0.55172E-01
          245.    0.84412E+01    0.10226E+02    0.56188E-01    0.42964E-01
          246.    0.17726E+02    0.13291E+02    0.19677E-01    0.10735E-01
          247.    0.15552E+02    0.16079E+02    0.17999E-01    0.11574E-01
          248.    0.28969E+02    0.12034E+02    0.32241E-01    0.15095E-01
          249.    0.21242E+02    0.54535E+01    0.47907E-01    0.17928E-01
          250.    0.22386E+02    0.31616E+02    0.25134E-01    0.19557E-01
          251.    0.19588E+02    0.15956E+02    0.17718E-01    0.12171E-01
          252.    0.18616E+01    0.50683E+00    0.22260E-01    0.13054E-01
          253.    0.86162E+01    0.52261E+01    0.19237E-01    0.11943E-01
          254.    0.31209E+01    0.13777E+00    0.55585E-01    0.20612E-01
          255.    0.52329E+01   -0.40075E-01    0.46640E-01    0.16852E-01
          256.    0.26074E+01    0.32808E+00    0.44890E-01    0.19338E-01
          257.    0.19717E+01   -0.92453E+00    0.31882E-01    0.72373E-02
          258.    0.15992E+01   -0.12947E+01    0.72489E-02    0.14973E-02
          259.    0.12156E+01   -0.10652E+01    0.39535E-02    0.84842E-03
          260.    0.76710E+00   -0.14868E+01    0.18153E-02    0.10652E-03
          261.    0.34930E+01   -0.11024E+01    0.14750E-01    0.47286E-02
          262.    0.17494E+02    0.16946E+02    0.12349E-01    0.83804E-02
          263.    0.85820E+01    0.86569E+00    0.15613E-01    0.87223E-02
          264.    0.41585E+02    0.43456E+02    0.11269E-01    0.80982E-02
          265.    0.26070E+02    0.12641E+02    0.14930E-01    0.96962E-02
          266.    0.54525E+01    0.22635E+01    0.15406E-01    0.59107E-02
          267.    0.84319E+01    0.51302E+00    0.25152E-01    0.10593E-01
          268.    0.14909E+02   -0.51410E+01    0.17183E-01    0.46078E-02
          269.    0.81447E+01    0.18418E+01    0.17244E-01    0.62503E-02
          270.    0.75835E+02    0.70695E+02    0.99546E-02    0.70337E-02
          271.    0.96952E+02    0.94198E+02    0.15615E-01    0.11120E-01
          272.    0.15261E+03    0.15754E+03    0.16479E-01    0.11837E-01
          273.    0.12346E+03    0.11977E+03    0.13580E-01    0.96411E-02
          274.    0.15416E+03   -0.32359E+02    0.59239E-01    0.19500E-01
          275.    0.51889E+02    0.42131E+02    0.30184E-01    0.15444E-01
          276.    0.38908E+02    0.20036E+02    0.41450E-01    0.16871E-01
          277.    0.63534E+02    0.24606E+02    0.28848E-01    0.11974E-01
          278.    0.75154E+01    0.86183E+00    0.39242E-01    0.16788E-01
          279.    0.35973E+01    0.11052E+01    0.73351E-01    0.31982E-01
          280.    0.84087E+01    0.43753E+01    0.45137E-01    0.14649E-01
          281.    0.42283E+01    0.75852E+00    0.96496E-01    0.39264E-01
          282.    0.15499E+02    0.18660E+02    0.17249E-01    0.91349E-02
          283.    0.19174E+02    0.24690E+02    0.14476E-01    0.10326E-01
          284.    0.20684E+02    0.30458E+02    0.86937E-02    0.67404E-02
          285.    0.12934E+02    0.18366E+01    0.18445E-01    0.89481E-02
          286.    0.30394E+02    0.34616E+02    0.89041E-01    0.65655E-01
          287.    0.22243E+02    0.20130E+02    0.93410E-01    0.65333E-01
          288.    0.16129E+02    0.15011E+02    0.74012E-01    0.51736E-01
          289.    0.31601E+02    0.34618E+02    0.11356E+00    0.82251E-01
          290.    0.12490E+02    0.12917E+02    0.58040E-02    0.42069E-02
          291.    0.49680E+02    0.49595E+02    0.65370E-02    0.46695E-02
          292.    0.59689E+01    0.65997E+01    0.57940E-02    0.42076E-02
          293.    0.14261E+02    0.15219E+02    0.28541E-02    0.19919E-02
          294.    0.11083E+02    0.20272E+01    0.13741E+00    0.61999E-01
          295.    0.22229E+02    0.23931E+02    0.78267E-01    0.32279E-01
          296.    0.37880E+02    0.47918E+01    0.98240E-01    0.37241E-01
          297.    0.93603E+01    0.24406E+01    0.16305E+00    0.73188E-01
          298.    0.51046E+01    0.55125E+01    0.37760E-02    0.26221E-02
          299.    0.41006E+02    0.41219E+02    0.67913E-02    0.48510E-02
          300.    0.35246E+02    0.32795E+02    0.66970E-02    0.47407E-02
          301.    0.45507E+01    0.42095E+01    0.46552E-02    0.32121E-02
          302.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          303.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          304.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          305.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          306.    0.21498E+02    0.91684E+01    0.40528E-01    0.15853E-01
          307.    0.47763E+02   -0.63772E+01    0.50080E-01    0.15269E-01
          308.    0.56770E+02   -0.15679E+02    0.42080E-01    0.14194E-01
          309.    0.37177E+02   -0.51896E+01    0.34184E-01    0.11756E-01
          310.    0.23173E+02    0.36872E+02    0.15845E+00    0.10935E+00
          311.    0.23767E+02    0.27791E+02    0.10160E+00    0.65241E-01
          312.    0.20030E+02    0.23593E+02    0.16270E+00    0.11114E+00
          313.    0.10908E+02    0.10394E+02    0.23455E+00    0.16030E+00
          314.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          315.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          316.    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          317.    0.47797E+00   -0.30696E+00    0.15132E-02    0.51422E-03
          318.    0.58182E+00   -0.23221E+00    0.18573E-01    0.49344E-02
          319.    0.10889E+01   -0.14936E+00    0.27711E-01    0.74489E-02
          320.    0.29958E+00   -0.30814E+00    0.61892E-02    0.13679E-02
          321.    0.49402E+00   -0.73441E+00    0.25709E-01    0.18481E-02
          322.    0.48710E+01    0.92218E+00    0.15849E-01    0.63251E-02
          323.    0.44062E+01    0.89538E+00    0.16404E-01    0.65512E-02
          324.    0.71773E+01    0.37326E+01    0.12766E-01    0.59233E-02
          325.    0.75057E+01    0.10975E+01    0.10978E-01    0.44998E-02
          326.    0.80549E+02    0.51392E+01    0.92952E-02    0.28107E-02
          327.    0.66533E+02    0.39019E+01    0.95776E-02    0.29258E-02
          328.    0.12643E+03   -0.63663E+01    0.12473E-01    0.36246E-02
          329.    0.88545E+02    0.13430E+01    0.10486E-01    0.30922E-02
          330.    0.97009E+02    0.10125E+03    0.99918E-02    0.71940E-02
          331.    0.45254E+02    0.43548E+02    0.87039E-02    0.62629E-02
          332.    0.97628E+02    0.98831E+02    0.11864E-01    0.84851E-02
          333.    0.78114E+02    0.79755E+02    0.81448E-02    0.58540E-02
          334.    0.85940E+01   -0.88160E+00    0.81303E-02    0.45954E-02
          335.    0.55718E+01    0.54415E+01    0.68569E-02    0.45990E-02
          336.    0.84460E+01    0.24356E+01    0.61315E-02    0.36207E-02
          337.    0.51296E+01    0.45598E+01    0.16814E-01    0.81710E-02
          338.    0.52357E+02    0.57227E+02    0.17461E-01    0.12691E-01
          339.    0.38900E+02    0.28069E+02    0.16531E-01    0.10790E-01
          340.    0.61122E+02    0.61228E+02    0.15134E-01    0.10327E-01
          341.    0.61168E+02    0.48675E+02    0.12915E-01    0.87406E-02
          342.    0.52356E+02    0.85600E+01    0.60546E-02    0.20136E-02
          343.    0.78448E+02    0.11261E+02    0.10864E-01    0.33026E-02
          344.    0.15719E+03   -0.16087E+02    0.14080E-01    0.41571E-02
          345.    0.83568E+02    0.42792E+01    0.83028E-02    0.25270E-02
          346.    0.12014E+03    0.11001E+03    0.12843E-01    0.90525E-02
          347.    0.12225E+03    0.11870E+03    0.11197E-01    0.80142E-02
          348.    0.44068E+02    0.36944E+02    0.56654E-02    0.39405E-02
          349.    0.50063E+01    0.45421E+01    0.10659E-01    0.76436E-02
          350.    0.26493E+01    0.38329E+01    0.14504E-01    0.87900E-02
          351.    0.40713E+01    0.34450E+01    0.14372E-01    0.67672E-02
          352.    0.19377E+01    0.24542E+01    0.15427E-01    0.94116E-02
          353.    0.43963E+01    0.23148E+01    0.19595E-01    0.12413E-01
          354.    0.17462E+01    0.14856E+01    0.13897E-01    0.96715E-02
          355.    0.42561E+00    0.16272E+00    0.15336E-02    0.10114E-02
          356.    0.33588E+00    0.46328E+00    0.36428E-02    0.28831E-02
          357.    0.14892E+01    0.22945E+01    0.14387E-01    0.11504E-01
          358.    0.21349E+02    0.15756E+01    0.56866E-02    0.21015E-02
          359.    0.28570E+02    0.42766E+01    0.65590E-02    0.22800E-02
          360.    0.48232E+02   -0.41539E+01    0.86903E-02    0.25646E-02
          361.    0.31574E+02    0.58897E+01    0.66737E-02    0.23469E-02
          362.    0.67993E+01    0.16603E+01    0.83388E-01    0.33346E-01
          363.    0.93766E+01    0.10404E+01    0.37952E-01    0.14079E-01
          364.    0.71630E+01    0.25278E+01    0.46248E-01    0.16304E-01
          365.    0.50572E+01    0.38217E+00    0.11158E+00    0.37102E-01
          366.    0.33941E+00    0.24524E+00    0.12171E-01    0.77352E-02
          367.    0.52474E+00    0.50112E+00    0.16875E-01    0.11472E-01
          368.    0.56872E+01    0.48845E+01    0.16963E-01    0.11606E-01
          369.    0.22362E-01    0.11566E-01    0.10930E-01    0.70551E-02
          370.    0.50294E+02   -0.15938E+02    0.85553E-02    0.24114E-02
          371.    0.46968E+02   -0.86079E+01    0.88061E-02    0.25697E-02
          372.    0.49801E+02   -0.10950E+02    0.73811E-02    0.21432E-02
          373.    0.28863E+02    0.55853E+01    0.76944E-02    0.23651E-02
          374.    0.37200E+02    0.55807E+01    0.76897E-01    0.29406E-01
          375.    0.29266E+02    0.54067E+01    0.83384E-01    0.31956E-01
          376.    0.86419E+01    0.11222E+01    0.69222E-01    0.26890E-01
          377.    0.26800E+02    0.11552E+01    0.86966E-01    0.35950E-01
          378.    0.43632E+02   -0.34483E-01    0.42404E-02    0.13152E-02
          379.    0.24475E+02    0.12969E+01    0.20544E-02    0.64351E-03
          380.    0.24689E+02   -0.29724E+00    0.21929E-02    0.67956E-03
          381.    0.40866E+02    0.24030E+01    0.33779E-02    0.10619E-02
          382.    0.70909E+01    0.35012E+01    0.12678E-01    0.69742E-02
