/TITLE,THIS IS REULT OF BH056-L-8-50Mat
  20.
NODE      EQUIVALENTSTRESS      PRINCIPALSTRESS      EQVSTRAIN      PRINCIPALSTRAIN
          203.    0.16807E+01    0.17016E+01    0.15911E-02    0.11373E-02
          204.    0.15692E+01    0.15067E+01    0.16301E-02    0.11503E-02
          205.    0.15548E+01    0.16192E+01    0.16924E-02    0.12194E-02
          206.    0.11463E+01    0.96112E+00    0.13726E-02    0.90378E-03
          207.    0.19977E+02   -0.17746E+01    0.41148E-02    0.13357E-02
          208.    0.37244E+01    0.15962E+01    0.25727E-02    0.11311E-02
          209.    0.14283E+02   -0.65850E+00    0.34686E-02    0.13219E-02
          210.    0.54914E+01    0.28169E+01    0.35555E-02    0.15733E-02
          211.    0.18314E-02   -0.24785E-04    0.48341E-03    0.25721E-03
          212.    0.73934E-02   -0.36547E-02    0.52209E-03    0.27471E-03
          213.    0.45571E-01    0.44223E-01    0.34417E-03    0.23162E-03
          214.    0.19799E-01    0.25147E-01    0.43042E-03    0.28101E-03
          215.    0.64484E+01    0.65276E+01    0.67700E-03    0.48470E-03
          216.    0.40629E+01    0.40400E+01    0.43331E-03    0.31129E-03
          217.    0.59452E+01    0.60344E+01    0.67363E-03    0.48203E-03
          218.    0.31854E+01    0.32331E+01    0.46632E-03    0.33329E-03
          219.    0.15345E+01    0.15869E+01    0.35389E-02    0.25995E-02
          220.    0.98576E+00    0.12249E+01    0.37077E-02    0.27430E-02
          221.    0.19462E+01    0.23369E+01    0.28891E-02    0.21442E-02
          222.    0.12481E+01    0.10459E+01    0.33734E-02    0.23349E-02
          223.    0.38599E+00    0.28300E-01    0.21213E-02    0.88937E-03
          224.    0.17261E+00    0.82234E-01    0.17171E-02    0.88838E-03
          225.    0.11805E+00    0.70634E-01    0.27251E-02    0.14517E-02
          226.    0.78571E-01    0.54469E-01    0.26498E-02    0.17072E-02
          227.    0.83683E+00    0.51736E+00    0.40386E-03    0.21373E-03
          228.    0.25448E-02    0.34858E-02    0.17513E-02    0.95226E-03
          229.    0.17389E+01    0.10151E+01    0.50871E-03    0.26561E-03
          230.    0.34997E-01    0.10788E-01    0.84358E-03    0.49202E-03
          231.    0.34486E+01    0.32596E+01    0.63557E-03    0.45045E-03
          232.    0.13678E+01    0.10793E+01    0.55921E-03    0.38811E-03
          233.    0.38332E-01    0.18670E-01    0.28505E-03    0.17405E-03
          234.    0.17093E+01    0.12676E+01    0.45887E-03    0.32189E-03
          235.    0.26303E-01    0.19321E-01    0.44576E-03    0.29236E-03
          236.    0.94805E+01    0.86677E+01    0.10779E-02    0.76167E-03
          237.    0.85250E+00    0.62323E+00    0.46653E-03    0.31124E-03
          238.    0.26875E+01    0.41485E+00    0.77260E-03    0.30359E-03
          239.    0.10347E+01    0.15893E+00    0.56511E-03    0.25248E-03
          240.    0.39234E+00    0.19429E+00    0.92005E-03    0.47997E-03
          241.    0.59621E+00    0.27939E+00    0.93154E-03    0.43955E-03
          242.    0.20423E+01    0.41936E+01    0.83361E-02    0.71991E-02
          243.    0.27591E+01    0.23350E+01    0.12951E-01    0.90034E-02
          244.    0.31850E+01    0.29585E+01    0.10449E-01    0.73410E-02
          245.    0.10577E+01    0.12380E+01    0.69723E-02    0.53063E-02
          246.    0.15856E+01    0.18122E+01    0.18486E-02    0.13264E-02
          247.    0.17253E+01    0.20919E+01    0.20507E-02    0.14926E-02
          248.    0.21508E+01    0.18412E+01    0.23695E-02    0.14981E-02
          249.    0.15554E+01    0.64484E+00    0.34764E-02    0.16793E-02
          250.    0.10681E+01    0.90097E+00    0.13133E-02    0.88671E-03
